id,module_code,dept_id,positive_feedback,intelligent_decision_id
ADOPT000946,MSDATA,0000,未采纳,INTELLI000946
ADOPT000947,MSDATA,0000,采纳,INTELLI000947
ADOPT000948,MSDATA,0000,采纳,INTELLI000948
ADOPT000949,MSDATA,0000,采纳,INTELLI000949
ADOPT000950,MSDATA,0000,采纳,INTELLI000950
ADOPT000951,MSDATA,0000,未采纳,INTELLI000951
ADOPT000952,MSDATA,0000,采纳,INTELLI000952
ADOPT000953,MSDATA,0000,未采纳,INTELLI000953
ADOPT000954,MSDATA,0000,采纳,INTELLI000954
ADOPT000955,MSDATA,0000,采纳,INTELLI000955
ADOPT000956,MSDATA,0000,采纳,INTELLI000956
ADOPT000957,MSDATA,0000,未采纳,INTELLI000957
ADOPT000958,MSDATA,0000,采纳,INTELLI000958
ADOPT000959,MSDATA,0000,采纳,INTELLI000959
ADOPT000960,MSDATA,0000,未采纳,INTELLI000960
ADOPT000961,MSDATA,0000,采纳,INTELLI000961
ADOPT000962,MSDATA,0000,采纳,INTELLI000962
ADOPT000963,MSDATA,0000,未采纳,INTELLI000963
ADOPT000964,MSDATA,0000,未采纳,INTELLI000964
ADOPT000965,MSDATA,0000,未采纳,INTELLI000965
ADOPT000966,MSDATA,0000,采纳,INTELLI000966
ADOPT000967,MSDATA,0000,采纳,INTELLI000967
ADOPT000968,MSDATA,0000,采纳,INTELLI000968
ADOPT000969,MSDATA,0000,未采纳,INTELLI000969
ADOPT000970,MSDATA,0000,采纳,INTELLI000970
ADOPT000971,MSDATA,0000,未采纳,INTELLI000971
ADOPT000972,MSDATA,0000,未采纳,INTELLI000972
ADOPT000973,MSDATA,0000,未采纳,INTELLI000973
ADOPT000974,MSDATA,0000,未采纳,INTELLI000974
ADOPT000975,MSDATA,0000,采纳,INTELLI000975
ADOPT000976,MSDATA,0000,采纳,INTELLI000976
ADOPT000977,MSDATA,0000,采纳,INTELLI000977
ADOPT000978,MSDATA,0000,采纳,INTELLI000978
ADOPT000979,MSDATA,0000,未采纳,INTELLI000979
ADOPT000980,MSDATA,0000,未采纳,INTELLI000980
ADOPT000981,MSDATA,0000,未采纳,INTELLI000981
ADOPT000982,MSDATA,0000,采纳,INTELLI000982
ADOPT000983,MSDATA,0000,未采纳,INTELLI000983
ADOPT000984,MSDATA,0000,采纳,INTELLI000984
ADOPT000985,MSDATA,0000,未采纳,INTELLI000985
ADOPT000986,MSDATA,0000,采纳,INTELLI000986
ADOPT000987,MSDATA,0000,未采纳,INTELLI000987
ADOPT000988,MSDATA,0000,未采纳,INTELLI000988
ADOPT000989,MSDATA,0000,采纳,INTELLI000989
ADOPT000990,MSDATA,0000,未采纳,INTELLI000990
ADOPT000991,MSDATA,0000,采纳,INTELLI000991
ADOPT000992,MSDATA,0000,未采纳,INTELLI000992
ADOPT000993,MSDATA,0000,采纳,INTELLI000993
ADOPT000994,MSDATA,0000,采纳,INTELLI000994
ADOPT000995,MSDATA,0000,采纳,INTELLI000995
ADOPT000996,MSDATA,0000,未采纳,INTELLI000996
ADOPT000997,MSDATA,0000,采纳,INTELLI000997
ADOPT000998,MSDATA,0000,采纳,INTELLI000998
ADOPT000999,MSDATA,0000,采纳,INTELLI000999
ADOPT001000,MSDATA,0000,采纳,INTELLI001000
ADOPT001001,MSDATA,0000,采纳,INTELLI001001
ADOPT001002,MSDATA,0000,采纳,INTELLI001002
ADOPT001003,MSDATA,0000,未采纳,INTELLI001003
ADOPT001004,MSDATA,0000,未采纳,INTELLI001004
ADOPT001005,MSDATA,0000,采纳,INTELLI001005
ADOPT001006,MSDATA,0000,未采纳,INTELLI001006
ADOPT001007,MSDATA,0000,采纳,INTELLI001007
ADOPT001008,MSDATA,0000,未采纳,INTELLI001008
ADOPT001009,MSDATA,0000,未采纳,INTELLI001009
ADOPT001010,MSDATA,0000,未采纳,INTELLI001010
ADOPT001011,MSDATA,0000,未采纳,INTELLI001011
ADOPT001012,MSDATA,0000,采纳,INTELLI001012
ADOPT001013,MSDATA,0000,采纳,INTELLI001013
ADOPT001014,MSDATA,0000,未采纳,INTELLI001014
ADOPT001015,MSDATA,0000,未采纳,INTELLI001015
ADOPT001016,MSDATA,0000,采纳,INTELLI001016
ADOPT001017,MSDATA,0000,采纳,INTELLI001017
ADOPT001018,MSDATA,0000,采纳,INTELLI001018
ADOPT001019,MSDATA,0000,未采纳,INTELLI001019
ADOPT001020,MSDATA,0000,采纳,INTELLI001020
ADOPT001021,MSDATA,0000,采纳,INTELLI001021
ADOPT001022,MSDATA,0000,未采纳,INTELLI001022
ADOPT001023,MSDATA,0000,未采纳,INTELLI001023
ADOPT001024,MSDATA,0000,采纳,INTELLI001024
ADOPT001025,MSDATA,0000,采纳,INTELLI001025
ADOPT001026,MSDATA,0000,未采纳,INTELLI001026
ADOPT001027,MSDATA,0000,未采纳,INTELLI001027
ADOPT001028,MSDATA,0000,采纳,INTELLI001028
ADOPT001029,MSDATA,0000,未采纳,INTELLI001029
ADOPT001030,MSDATA,0000,未采纳,INTELLI001030
ADOPT001031,MSDATA,0000,未采纳,INTELLI001031
ADOPT001032,MSDATA,0000,采纳,INTELLI001032
ADOPT001033,MSDATA,0000,采纳,INTELLI001033
ADOPT001034,MSDATA,0000,采纳,INTELLI001034
ADOPT001035,MSDATA,0000,采纳,INTELLI001035
ADOPT001036,MSDATA,0000,未采纳,INTELLI001036
ADOPT001037,MSDATA,0000,未采纳,INTELLI001037
ADOPT001038,MSDATA,0000,采纳,INTELLI001038
ADOPT001039,MSDATA,0000,采纳,INTELLI001039
ADOPT001040,MSDATA,0000,采纳,INTELLI001040
ADOPT001041,MSDATA,0000,采纳,INTELLI001041
ADOPT001042,MSDATA,0000,未采纳,INTELLI001042
ADOPT001043,MSDATA,0000,采纳,INTELLI001043
ADOPT001044,MSDATA,0000,未采纳,INTELLI001044
ADOPT001045,MSDATA,0000,采纳,INTELLI001045
ADOPT001046,MSDATA,0000,未采纳,INTELLI001046
ADOPT001047,MSDATA,0000,采纳,INTELLI001047
ADOPT001048,MSDATA,0000,采纳,INTELLI001048
ADOPT001049,MSDATA,0000,采纳,INTELLI001049
ADOPT001050,MSDATA,0000,未采纳,INTELLI001050
ADOPT001051,MSDATA,0000,未采纳,INTELLI001051
ADOPT001052,MSDATA,0000,采纳,INTELLI001052
ADOPT001053,MSDATA,0000,未采纳,INTELLI001053
ADOPT001054,MSDATA,0000,未采纳,INTELLI001054
ADOPT001055,MSDATA,0000,未采纳,INTELLI001055
ADOPT001056,MSDATA,0000,未采纳,INTELLI001056
ADOPT001057,MSDATA,0000,采纳,INTELLI001057
ADOPT001058,MSDATA,0000,采纳,INTELLI001058
ADOPT001059,MSDATA,0000,未采纳,INTELLI001059
ADOPT001060,MSDATA,0000,采纳,INTELLI001060
ADOPT001061,MSDATA,0000,未采纳,INTELLI001061
ADOPT001062,MSDATA,0000,未采纳,INTELLI001062
ADOPT001063,MSDATA,0000,未采纳,INTELLI001063
ADOPT001064,MSDATA,0000,采纳,INTELLI001064
ADOPT001065,MSDATA,0000,采纳,INTELLI001065
ADOPT001066,MSDATA,0000,采纳,INTELLI001066
ADOPT001067,MSDATA,0000,未采纳,INTELLI001067
ADOPT001068,MSDATA,0000,未采纳,INTELLI001068
ADOPT001069,MSDATA,0000,未采纳,INTELLI001069
ADOPT001070,MSDATA,0000,未采纳,INTELLI001070
ADOPT001071,MSDATA,0000,未采纳,INTELLI001071
ADOPT001072,MSDATA,0000,未采纳,INTELLI001072
ADOPT001073,MSDATA,0000,未采纳,INTELLI001073
ADOPT001074,MSDATA,0000,未采纳,INTELLI001074
ADOPT001075,MSDATA,0000,未采纳,INTELLI001075
ADOPT001076,MSDATA,0000,采纳,INTELLI001076
ADOPT001077,MSDATA,0000,未采纳,INTELLI001077
ADOPT001078,MSDATA,0000,未采纳,INTELLI001078
ADOPT001079,MSDATA,0000,未采纳,INTELLI001079
ADOPT001080,MSDATA,0000,采纳,INTELLI001080
ADOPT001081,MSDATA,0000,采纳,INTELLI001081
ADOPT001082,MSDATA,0000,未采纳,INTELLI001082
ADOPT001083,MSDATA,0000,采纳,INTELLI001083
ADOPT001084,MSDATA,0000,未采纳,INTELLI001084
ADOPT001085,MSDATA,0000,采纳,INTELLI001085
ADOPT001086,MSDATA,0000,未采纳,INTELLI001086
ADOPT001087,MSDATA,0000,未采纳,INTELLI001087
ADOPT001088,MSDATA,0000,采纳,INTELLI001088
ADOPT001089,MSDATA,0000,未采纳,INTELLI001089
ADOPT001090,MSDATA,0000,采纳,INTELLI001090
ADOPT001091,MSDATA,0000,未采纳,INTELLI001091
ADOPT001092,MSDATA,0000,未采纳,INTELLI001092
ADOPT001093,MSDATA,0000,未采纳,INTELLI001093
ADOPT001094,MSDATA,0000,未采纳,INTELLI001094
ADOPT001095,MSDATA,0000,采纳,INTELLI001095
ADOPT001096,MSDATA,0000,采纳,INTELLI001096
ADOPT001097,MSDATA,0000,未采纳,INTELLI001097
ADOPT001098,MSDATA,0000,采纳,INTELLI001098
ADOPT001099,MSDATA,0000,未采纳,INTELLI001099
ADOPT001100,MSDATA,0000,采纳,INTELLI001100
ADOPT001101,MSDATA,0000,采纳,INTELLI001101
ADOPT001102,MSDATA,0000,采纳,INTELLI001102
ADOPT001103,MSDATA,0000,未采纳,INTELLI001103
ADOPT001104,MSDATA,0000,采纳,INTELLI001104
ADOPT001105,MSDATA,0000,未采纳,INTELLI001105
ADOPT001106,MSDATA,0000,未采纳,INTELLI001106
ADOPT001107,MSDATA,0000,采纳,INTELLI001107
ADOPT001108,MSDATA,0000,采纳,INTELLI001108
ADOPT001109,MSDATA,0000,未采纳,INTELLI001109
ADOPT001110,MSDATA,0000,未采纳,INTELLI001110
ADOPT001111,MSDATA,0000,采纳,INTELLI001111
ADOPT001112,MSDATA,0000,采纳,INTELLI001112
ADOPT001113,MSDATA,0000,未采纳,INTELLI001113
ADOPT001114,MSDATA,0000,未采纳,INTELLI001114
ADOPT001115,MSDATA,0000,未采纳,INTELLI001115
ADOPT001116,MSDATA,0000,采纳,INTELLI001116
ADOPT001117,MSDATA,0000,未采纳,INTELLI001117
ADOPT001118,MSDATA,0000,未采纳,INTELLI001118
ADOPT001119,MSDATA,0000,采纳,INTELLI001119
ADOPT001120,MSDATA,0000,采纳,INTELLI001120
ADOPT001121,MSDATA,0000,未采纳,INTELLI001121
ADOPT001122,MSDATA,0000,采纳,INTELLI001122
ADOPT001123,MSDATA,0000,未采纳,INTELLI001123
ADOPT001124,MSDATA,0000,采纳,INTELLI001124
ADOPT001125,MSDATA,0000,采纳,INTELLI001125
ADOPT001126,MSDATA,0000,采纳,INTELLI001126
ADOPT001127,MSDATA,0000,采纳,INTELLI001127
ADOPT001128,MSDATA,0000,未采纳,INTELLI001128
ADOPT001129,MSDATA,0000,未采纳,INTELLI001129
ADOPT001130,MSDATA,0000,未采纳,INTELLI001130
ADOPT001131,MSDATA,0000,未采纳,INTELLI001131
ADOPT001132,MSDATA,0000,未采纳,INTELLI001132
ADOPT001133,MSDATA,0000,未采纳,INTELLI001133
ADOPT001134,MSDATA,0000,采纳,INTELLI001134
ADOPT001135,MSDATA,0000,采纳,INTELLI001135
ADOPT001136,MSDATA,0000,采纳,INTELLI001136
ADOPT001137,MSDATA,0000,采纳,INTELLI001137
ADOPT001138,MSDATA,0000,采纳,INTELLI001138
ADOPT001139,MSDATA,0000,采纳,INTELLI001139
ADOPT001140,MSDATA,0000,未采纳,INTELLI001140
ADOPT001141,MSDATA,0000,采纳,INTELLI001141
ADOPT001142,MSDATA,0000,采纳,INTELLI001142
ADOPT001143,MSDATA,0000,采纳,INTELLI001143
ADOPT001144,MSDATA,0000,未采纳,INTELLI001144
ADOPT001145,MSDATA,0000,未采纳,INTELLI001145
ADOPT001146,MSDATA,0000,未采纳,INTELLI001146
ADOPT001147,MSDATA,0000,采纳,INTELLI001147
ADOPT001148,MSDATA,0000,未采纳,INTELLI001148
ADOPT001149,MSDATA,0000,未采纳,INTELLI001149
ADOPT001150,MSDATA,0000,采纳,INTELLI001150
ADOPT001151,MSDATA,0000,未采纳,INTELLI001151
ADOPT001152,MSDATA,0000,未采纳,INTELLI001152
ADOPT001153,MSDATA,0000,未采纳,INTELLI001153
ADOPT001154,MSDATA,0000,未采纳,INTELLI001154
ADOPT001155,MSDATA,0000,采纳,INTELLI001155
ADOPT001156,MSDATA,0000,未采纳,INTELLI001156
ADOPT001157,MSDATA,0000,采纳,INTELLI001157
ADOPT001158,MSDATA,0000,采纳,INTELLI001158
ADOPT001159,MSDATA,0000,采纳,INTELLI001159
ADOPT001160,MSDATA,0000,未采纳,INTELLI001160
ADOPT001161,MSDATA,0000,未采纳,INTELLI001161
ADOPT001162,MSDATA,0000,未采纳,INTELLI001162
ADOPT001163,MSDATA,0000,未采纳,INTELLI001163
ADOPT001164,MSDATA,0000,未采纳,INTELLI001164
ADOPT001165,MSDATA,0000,未采纳,INTELLI001165
ADOPT001166,MSDATA,0000,采纳,INTELLI001166
ADOPT001167,MSDATA,0000,未采纳,INTELLI001167
ADOPT001168,MSDATA,0000,采纳,INTELLI001168
ADOPT001169,MSDATA,0000,采纳,INTELLI001169
ADOPT001170,MSDATA,0000,采纳,INTELLI001170
ADOPT001171,MSDATA,0000,采纳,INTELLI001171
ADOPT001172,MSDATA,0000,未采纳,INTELLI001172
ADOPT001173,MSDATA,0000,采纳,INTELLI001173
ADOPT001174,MSDATA,0000,未采纳,INTELLI001174
ADOPT001175,MSDATA,0000,采纳,INTELLI001175
ADOPT001176,MSDATA,0000,采纳,INTELLI001176
ADOPT001177,MSDATA,0000,采纳,INTELLI001177
ADOPT001178,MSDATA,0000,采纳,INTELLI001178
ADOPT001179,MSDATA,0000,采纳,INTELLI001179
ADOPT001180,MSDATA,0000,未采纳,INTELLI001180
ADOPT001181,MSDATA,0000,采纳,INTELLI001181
ADOPT001182,MSDATA,0000,未采纳,INTELLI001182
ADOPT001183,MSDATA,0000,采纳,INTELLI001183
ADOPT001184,MSDATA,0000,未采纳,INTELLI001184
ADOPT001185,MSDATA,0000,未采纳,INTELLI001185
ADOPT001186,MSDATA,0000,采纳,INTELLI001186
ADOPT001187,MSDATA,0000,未采纳,INTELLI001187
ADOPT001188,MSDATA,0000,未采纳,INTELLI001188
ADOPT001189,MSDATA,0000,未采纳,INTELLI001189
ADOPT001190,MSDATA,0000,采纳,INTELLI001190
ADOPT001191,MSDATA,0000,未采纳,INTELLI001191
ADOPT001192,MSDATA,0000,采纳,INTELLI001192
ADOPT001193,MSDATA,0000,采纳,INTELLI001193
ADOPT001194,MSDATA,0000,采纳,INTELLI001194
ADOPT001195,MSDATA,0000,未采纳,INTELLI001195
ADOPT001196,MSDATA,0000,未采纳,INTELLI001196
ADOPT001197,MSDATA,0000,采纳,INTELLI001197
ADOPT001198,MSDATA,0000,未采纳,INTELLI001198
ADOPT001199,MSDATA,0000,采纳,INTELLI001199
ADOPT001200,MSDATA,0000,采纳,INTELLI001200
ADOPT001201,MSDATA,0000,未采纳,INTELLI001201
ADOPT001202,MSDATA,0000,采纳,INTELLI001202
ADOPT001203,MSDATA,0000,采纳,INTELLI001203
ADOPT001204,MSDATA,0000,未采纳,INTELLI001204
ADOPT001205,MSDATA,0000,采纳,INTELLI001205
ADOPT001206,MSDATA,0000,未采纳,INTELLI001206
ADOPT001207,MSDATA,0000,采纳,INTELLI001207
ADOPT001208,MSDATA,0000,未采纳,INTELLI001208
ADOPT001209,MSDATA,0000,采纳,INTELLI001209
ADOPT001210,MSDATA,0000,采纳,INTELLI001210
ADOPT001211,MSDATA,0000,采纳,INTELLI001211
ADOPT001212,MSDATA,0000,采纳,INTELLI001212
ADOPT001213,MSDATA,0000,未采纳,INTELLI001213
ADOPT001214,MSDATA,0000,采纳,INTELLI001214
ADOPT001215,MSDATA,0000,采纳,INTELLI001215
ADOPT001216,MSDATA,0000,未采纳,INTELLI001216
ADOPT001217,MSDATA,0000,采纳,INTELLI001217
ADOPT001218,MSDATA,0000,采纳,INTELLI001218
ADOPT001219,MSDATA,0000,采纳,INTELLI001219
ADOPT001220,MSDATA,0000,采纳,INTELLI001220
ADOPT001221,MSDATA,0000,未采纳,INTELLI001221
ADOPT001222,MSDATA,0000,采纳,INTELLI001222
ADOPT001223,MSDATA,0000,采纳,INTELLI001223
ADOPT001224,MSDATA,0000,采纳,INTELLI001224
ADOPT001225,MSDATA,0000,未采纳,INTELLI001225
ADOPT001226,MSDATA,0000,采纳,INTELLI001226
ADOPT001227,MSDATA,0000,采纳,INTELLI001227
ADOPT001228,MSDATA,0000,采纳,INTELLI001228
ADOPT001229,MSDATA,0000,未采纳,INTELLI001229
ADOPT001230,MSDATA,0000,未采纳,INTELLI001230
ADOPT001231,MSDATA,0000,采纳,INTELLI001231
ADOPT001232,MSDATA,0000,未采纳,INTELLI001232
ADOPT001233,MSDATA,0000,采纳,INTELLI001233
ADOPT001234,MSDATA,0000,未采纳,INTELLI001234
ADOPT001235,MSDATA,0000,采纳,INTELLI001235
ADOPT001236,MSDATA,0000,采纳,INTELLI001236
ADOPT001237,MSDATA,0000,采纳,INTELLI001237
ADOPT001238,MSDATA,0000,未采纳,INTELLI001238
ADOPT001239,MSDATA,0000,采纳,INTELLI001239
ADOPT001240,MSDATA,0000,未采纳,INTELLI001240
ADOPT001241,MSDATA,0000,未采纳,INTELLI001241
ADOPT001242,MSDATA,0000,未采纳,INTELLI001242
ADOPT001243,MSDATA,0000,未采纳,INTELLI001243
ADOPT001244,MSDATA,0000,未采纳,INTELLI001244
ADOPT001245,MSDATA,0000,未采纳,INTELLI001245
ADOPT001246,MSDATA,0000,采纳,INTELLI001246
ADOPT001247,MSDATA,0000,未采纳,INTELLI001247
ADOPT001248,MSDATA,0000,未采纳,INTELLI001248
ADOPT001249,MSDATA,0000,采纳,INTELLI001249
ADOPT001250,MSDATA,0000,采纳,INTELLI001250
ADOPT001251,MSDATA,0000,采纳,INTELLI001251
ADOPT001252,MSDATA,0000,未采纳,INTELLI001252
ADOPT001253,MSDATA,0000,未采纳,INTELLI001253
ADOPT001254,MSDATA,0000,采纳,INTELLI001254
ADOPT001255,MSDATA,0000,未采纳,INTELLI001255
ADOPT001256,MSDATA,0000,采纳,INTELLI001256
ADOPT001257,MSDATA,0000,采纳,INTELLI001257
ADOPT001258,MSDATA,0000,采纳,INTELLI001258
ADOPT001259,MSDATA,0000,采纳,INTELLI001259
ADOPT001260,MSDATA,0000,采纳,INTELLI001260
ADOPT001261,MSDATA,0000,未采纳,INTELLI001261
ADOPT001262,MSDATA,0000,采纳,INTELLI001262
ADOPT001263,MSDATA,0000,未采纳,INTELLI001263
ADOPT001264,MSDATA,0000,未采纳,INTELLI001264
ADOPT001265,MSDATA,0000,采纳,INTELLI001265
ADOPT001266,MSDATA,0000,采纳,INTELLI001266
ADOPT001267,MSDATA,0000,采纳,INTELLI001267
ADOPT001268,MSDATA,0000,未采纳,INTELLI001268
ADOPT001269,MSDATA,0000,采纳,INTELLI001269
ADOPT001270,MSDATA,0000,采纳,INTELLI001270
ADOPT001271,MSDATA,0000,采纳,INTELLI001271
ADOPT001272,MSDATA,0000,未采纳,INTELLI001272
ADOPT001273,MSDATA,0000,采纳,INTELLI001273
ADOPT001274,MSDATA,0000,采纳,INTELLI001274
ADOPT001275,MSDATA,0000,未采纳,INTELLI001275
ADOPT001276,MSDATA,0000,采纳,INTELLI001276
ADOPT001277,MSDATA,0000,未采纳,INTELLI001277
ADOPT001278,MSDATA,0000,采纳,INTELLI001278
ADOPT001279,MSDATA,0000,采纳,INTELLI001279
ADOPT001280,MSDATA,0000,采纳,INTELLI001280
ADOPT001281,MSDATA,0000,采纳,INTELLI001281
ADOPT001282,MSDATA,0000,采纳,INTELLI001282
ADOPT001283,MSDATA,0000,未采纳,INTELLI001283
ADOPT001284,MSDATA,0000,未采纳,INTELLI001284
ADOPT001285,MSDATA,0000,采纳,INTELLI001285
ADOPT001286,MSDATA,0000,未采纳,INTELLI001286
ADOPT001287,MSDATA,0000,未采纳,INTELLI001287
ADOPT001288,MSDATA,0000,未采纳,INTELLI001288
ADOPT001289,MSDATA,0000,采纳,INTELLI001289
ADOPT001290,MSDATA,0000,采纳,INTELLI001290
ADOPT001291,MSDATA,0000,未采纳,INTELLI001291
ADOPT001292,MSDATA,0000,未采纳,INTELLI001292
ADOPT001293,MSDATA,0000,采纳,INTELLI001293
ADOPT001294,MSDATA,0000,未采纳,INTELLI001294
ADOPT001295,MSDATA,0000,采纳,INTELLI001295
ADOPT001296,MSDATA,0000,未采纳,INTELLI001296
ADOPT001297,MSDATA,0000,未采纳,INTELLI001297
ADOPT001298,MSDATA,0000,采纳,INTELLI001298
ADOPT001299,MSDATA,0000,未采纳,INTELLI001299
ADOPT001300,MSDATA,0000,未采纳,INTELLI001300
ADOPT001301,MSDATA,0000,未采纳,INTELLI001301
ADOPT001302,MSDATA,0000,采纳,INTELLI001302
ADOPT001303,MSDATA,0000,未采纳,INTELLI001303
ADOPT001304,MSDATA,0000,采纳,INTELLI001304
ADOPT001305,MSDATA,0000,未采纳,INTELLI001305
ADOPT001306,MSDATA,0000,采纳,INTELLI001306
ADOPT001307,MSDATA,0000,未采纳,INTELLI001307
ADOPT001308,MSDATA,0000,采纳,INTELLI001308
ADOPT001309,MSDATA,0000,采纳,INTELLI001309
ADOPT001310,MSDATA,0000,采纳,INTELLI001310
ADOPT001311,MSDATA,0000,采纳,INTELLI001311
ADOPT001312,MSDATA,0000,采纳,INTELLI001312
ADOPT001313,MSDATA,0000,未采纳,INTELLI001313
ADOPT001314,MSDATA,0000,未采纳,INTELLI001314
ADOPT001315,MSDATA,0000,未采纳,INTELLI001315
ADOPT001316,MSDATA,0000,未采纳,INTELLI001316
ADOPT001317,MSDATA,0000,未采纳,INTELLI001317
ADOPT001318,MSDATA,0000,未采纳,INTELLI001318
ADOPT001319,MSDATA,0000,未采纳,INTELLI001319
ADOPT001320,MSDATA,0000,未采纳,INTELLI001320
ADOPT001321,MSDATA,0000,采纳,INTELLI001321
ADOPT001322,MSDATA,0000,采纳,INTELLI001322
ADOPT001323,MSDATA,0000,采纳,INTELLI001323
ADOPT001324,MSDATA,0000,采纳,INTELLI001324
ADOPT001325,MSDATA,0000,未采纳,INTELLI001325
ADOPT001326,MSDATA,0000,采纳,INTELLI001326
ADOPT001327,MSDATA,0000,采纳,INTELLI001327
ADOPT001328,MSDATA,0000,未采纳,INTELLI001328
ADOPT001329,MSDATA,0000,未采纳,INTELLI001329
ADOPT001330,MSDATA,0000,采纳,INTELLI001330
ADOPT001331,MSDATA,0000,采纳,INTELLI001331
ADOPT001332,MSDATA,0000,采纳,INTELLI001332
ADOPT001333,MSDATA,0000,采纳,INTELLI001333
ADOPT001334,MSDATA,0000,未采纳,INTELLI001334
ADOPT001335,MSDATA,0000,未采纳,INTELLI001335
ADOPT001336,MSDATA,0000,未采纳,INTELLI001336
ADOPT001337,MSDATA,0000,未采纳,INTELLI001337
ADOPT001338,MSDATA,0000,未采纳,INTELLI001338
ADOPT001339,MSDATA,0000,采纳,INTELLI001339
ADOPT001340,MSDATA,0000,采纳,INTELLI001340
ADOPT001341,MSDATA,0000,采纳,INTELLI001341
ADOPT001342,MSDATA,0000,未采纳,INTELLI001342
ADOPT001343,MSDATA,0000,采纳,INTELLI001343
ADOPT001344,MSDATA,0000,未采纳,INTELLI001344
ADOPT001345,MSDATA,0000,未采纳,INTELLI001345
ADOPT001346,MSDATA,0000,采纳,INTELLI001346
ADOPT001347,MSDATA,0000,未采纳,INTELLI001347
ADOPT001348,MSDATA,0000,采纳,INTELLI001348
ADOPT001349,MSDATA,0000,采纳,INTELLI001349
ADOPT001350,MSDATA,0000,未采纳,INTELLI001350
ADOPT001351,MSDATA,0000,采纳,INTELLI001351
ADOPT001352,MSDATA,0000,未采纳,INTELLI001352
ADOPT001353,MSDATA,0000,未采纳,INTELLI001353
ADOPT001354,MSDATA,0000,采纳,INTELLI001354
ADOPT001355,MSDATA,0000,未采纳,INTELLI001355
ADOPT001356,MSDATA,0000,未采纳,INTELLI001356
ADOPT001357,MSDATA,0000,采纳,INTELLI001357
ADOPT001358,MSDATA,0000,采纳,INTELLI001358
ADOPT001359,MSDATA,0000,未采纳,INTELLI001359
ADOPT001360,MSDATA,0000,未采纳,INTELLI001360
ADOPT001361,MSDATA,0000,采纳,INTELLI001361
ADOPT001362,MSDATA,0000,未采纳,INTELLI001362
ADOPT001363,MSDATA,0000,未采纳,INTELLI001363
ADOPT001364,MSDATA,0000,未采纳,INTELLI001364
ADOPT001365,MSDATA,0000,未采纳,INTELLI001365
ADOPT001366,MSDATA,0000,未采纳,INTELLI001366
ADOPT001367,MSDATA,0000,未采纳,INTELLI001367
ADOPT001368,MSDATA,0000,未采纳,INTELLI001368
ADOPT001369,MSDATA,0000,采纳,INTELLI001369
ADOPT001370,MSDATA,0000,未采纳,INTELLI001370
ADOPT001371,MSDATA,0000,采纳,INTELLI001371
ADOPT001372,MSDATA,0000,未采纳,INTELLI001372
ADOPT001373,MSDATA,0000,未采纳,INTELLI001373
ADOPT001374,MSDATA,0000,未采纳,INTELLI001374
ADOPT001375,MSDATA,0000,采纳,INTELLI001375
ADOPT001376,MSDATA,0000,未采纳,INTELLI001376
ADOPT001377,MSDATA,0000,未采纳,INTELLI001377
ADOPT001378,MSDATA,0000,采纳,INTELLI001378
ADOPT001379,MSDATA,0000,采纳,INTELLI001379
ADOPT001380,MSDATA,0000,未采纳,INTELLI001380
ADOPT001381,MSDATA,0000,采纳,INTELLI001381
ADOPT001382,MSDATA,0000,未采纳,INTELLI001382
ADOPT001383,MSDATA,0000,采纳,INTELLI001383
ADOPT001384,MSDATA,0000,采纳,INTELLI001384
ADOPT001385,MSDATA,0000,未采纳,INTELLI001385
ADOPT001386,MSDATA,0000,采纳,INTELLI001386
ADOPT001387,MSDATA,0000,未采纳,INTELLI001387
ADOPT001388,MSDATA,0000,未采纳,INTELLI001388
ADOPT001389,MSDATA,0000,采纳,INTELLI001389
ADOPT001390,MSDATA,0000,未采纳,INTELLI001390
ADOPT001391,MSDATA,0000,采纳,INTELLI001391
ADOPT001392,MSDATA,0000,采纳,INTELLI001392
ADOPT001393,MSDATA,0000,未采纳,INTELLI001393
ADOPT001394,MSDATA,0000,未采纳,INTELLI001394
ADOPT001395,MSDATA,0000,未采纳,INTELLI001395
ADOPT001396,MSDATA,0000,未采纳,INTELLI001396
ADOPT001397,MSDATA,0000,采纳,INTELLI001397
ADOPT001398,MSDATA,0000,采纳,INTELLI001398
ADOPT001399,MSDATA,0000,采纳,INTELLI001399
ADOPT001400,MSDATA,0000,未采纳,INTELLI001400
ADOPT001401,MSDATA,0000,未采纳,INTELLI001401
ADOPT001402,MSDATA,0000,未采纳,INTELLI001402
ADOPT001403,MSDATA,0000,未采纳,INTELLI001403
ADOPT001404,MSDATA,0000,采纳,INTELLI001404
ADOPT001405,MSDATA,0000,未采纳,INTELLI001405
ADOPT001406,MSDATA,0000,采纳,INTELLI001406
ADOPT001407,MSDATA,0000,未采纳,INTELLI001407
ADOPT001408,MSDATA,0000,未采纳,INTELLI001408
ADOPT001409,MSDATA,0000,未采纳,INTELLI001409
ADOPT001410,MSDATA,0000,采纳,INTELLI001410
ADOPT001411,MSDATA,0000,未采纳,INTELLI001411
ADOPT001412,MSDATA,0000,未采纳,INTELLI001412
ADOPT001413,MSDATA,0000,采纳,INTELLI001413
ADOPT001414,MSDATA,0000,未采纳,INTELLI001414
ADOPT001415,MSDATA,0000,采纳,INTELLI001415
ADOPT001416,MSDATA,0000,未采纳,INTELLI001416
ADOPT001417,MSDATA,0000,未采纳,INTELLI001417
ADOPT001418,MSDATA,0000,未采纳,INTELLI001418
